Name;Sex;Age;Height;Weight;Team;Sport;Event;Medal
Naidangiin Tvshinbayar;M;28;178;229,2807525;Mongolia;Judo;Judo Men's Half-Heavyweight;Silver
Karolina Naja;F;22;165;138,8912251;Poland;Canoeing;Canoeing Women's Kayak Doubles, 500 metres;Bronze
Hitomi Nakamichi;F;26;159;116,8449989;Japan;Volleyball;Volleyball Women's Volleyball;Bronze
Riki Nakaya;M;23;168;160,9374513;Japan;Judo;Judo Men's Lightweight;Silver
Nam Hyeon-Hui;F;30;155;101,4126405;South Korea;Fencing;Fencing Women's Foil, Team;Bronze
Nam Tae-Hui;M;21;175;160,9374513;South Korea;Football;Football Men's Football;Bronze
Gagan Narang;M;29;180;253,5316013;India;Shooting;Shooting Men's Air Rifle, 10 metres;Bronze
Daniel Narcisse;M;32;189;205,0299037;France;Handball;Handball Men's Handball;Gold
Aleksandra Sergeyevna Narkevich;F;17;172;;Belarus;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Group;Silver
George Christopher Nash;M;22;195;211,6437715;Great Britain;Rowing;Rowing Men's Coxless Pairs;Bronze
Navab Nassirshalal;M;23;175;231,4853751;Iran;Weightlifting;Weightlifting Men's Heavyweight;Silver
Natlia Zlio Pereira;F;23;184;167,5513191;Brazil;Volleyball;Volleyball Women's Volleyball;Gold
Marie-ve Nault;F;30;170;141,0958477;Canada;Football;Football Women's Football;Bronze
Juan Carlos Navarro Feijoo;M;32;193;180,7790548;Spain;Basketball;Basketball Men's Basketball;Silver
Silvia Navarro Jimnez;F;33;169;136,6866024;Spain;Handball;Handball Women's Handball;Bronze
Anastasiya Konstantinovna Nazarenko;F;19;172;114,6403762;Russia;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Group;Gold
Nataliya Viktorovna Nazarova;F;33;168;125,6634893;Russia;Athletics;Athletics Women's 4 x 400 metres Relay;Silver
Sizwe Ndlovu;M;31;185;158,7328286;South Africa;Rowing;Rowing Men's Lightweight Coxless Fours;Gold
Emmeline Ndongue;F;29;192;180,7790548;France;Basketball;Basketball Women's Basketball;Silver
Lia Neal;F;17;178;165,3466965;United States;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;Bronze
Saina Nehwal;F;22;167;143,3004703;India;Badminton;Badminton Women's Singles;Bronze
Jade Neilsen;F;21;175;154,3235834;Australia;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Silver
Bryshon Lorenzo Nellum;M;23;183;176,3698096;United States;Athletics;Athletics Men's 4 x 400 metres Relay;Silver
Mauro Nespoli;M;24;181;171,9605644;Italy;Archery;Archery Men's Team;Gold
Norberto Murara Neto;M;23;191;182,9836775;Brazil;Football;Football Men's Football;Silver
Leandro Vissotto Neves;M;29;212;213,8483941;Brazil;Volleyball;Volleyball Men's Volleyball;Silver
"John Joseph ""Joe"" Nevin";M;23;170;119,0496215;Ireland;Boxing;Boxing Men's Bantamweight;Silver
Neymar da Silva Santos Jnior;M;20;174;141,0958477;Brazil;Football;Football Men's Football;Silver
Marcel Van Minh Phuc Long Nguyen;M;24;165;121,2542441;Germany;Gymnastics;Gymnastics Men's Individual All-Around;Silver
Marcel Van Minh Phuc Long Nguyen;M;24;165;121,2542441;Germany;Gymnastics;Gymnastics Men's Parallel Bars;Silver
Andrew Clifton Nicholson;M;50;182;171,9605644;New Zealand;Equestrianism;Equestrianism Mixed Three-Day Event, Team;Bronze
Joachim Flemming Fischer Nielsen;M;33;188;171,9605644;Denmark-1;Badminton;Badminton Mixed Doubles;Bronze
Ivan Vitalyevich Nifontov;M;25;172;178,5744322;Russia;Judo;Judo Men's Half-Middleweight;Bronze
Slobodan Niki;M;29;197;233,6899977;Serbia;Water Polo;Water Polo Men's Water Polo;Bronze
Rohullah Nikpai;M;25;183;138,8912251;Afghanistan;Taekwondo;Taekwondo Men's Featherweight;Bronze
Andreas Oliver Nilsson;M;22;197;251,3269787;Sweden;Handball;Handball Men's Handball;Silver
Ivan Ninevi;M;30;184;194,0067906;Croatia;Handball;Handball Men's Handball;Bronze
Masashi Nishiyama;M;27;178;198,4160358;Japan;Judo;Judo Men's Middleweight;Bronze
Adilbek Sabitovich Niyazymbetov;M;23;180;178,5744322;Kazakhstan;Boxing;Boxing Men's Light-Heavyweight;Silver
Zofia Noceti-Klepacka;F;26;170;130,0727346;Poland;Sailing;Sailing Women's Windsurfer;Bronze
Daniel Noonan;M;32;187;198,4160358;Australia;Rowing;Rowing Men's Quadruple Sculls;Bronze
"Elina Elisabeth ""Lisa"" Nordn";F;27;176;132,2773572;Sweden;Triathlon;Triathlon Women's Olympic Distance;Silver
Omid Haji Norouzi;M;26;175;154,3235834;Iran;Wrestling;Wrestling Men's Lightweight, Greco-Roman;Gold
Allan Nrregaard Christensen;M;31;173;147,7097155;Denmark;Sailing;Sailing Men's Skiff;Bronze
Tonje Nstvold;F;27;178;;Norway;Handball;Handball Women's Handball;Gold
Nyambayaryn Tgstsogt;M;20;168;114,6403762;Mongolia;Boxing;Boxing Men's Flyweight;Silver
O Eun-Seok;M;29;181;167,5513191;South Korea;Fencing;Fencing Men's Sabre, Team;Gold
O Jae-Seok;M;22;178;160,9374513;South Korea;Football;Football Men's Football;Bronze
O Sang-Eun;M;35;186;158,7328286;South Korea;Table Tennis;Table Tennis Men's Team;Silver
Anthony Obame Mylann;M;23;190;213,8483941;Gabon;Taekwondo;Taekwondo Men's Heavyweight;Silver
Hitomi Obara (Sakamoto-);F;31;156;105,8218858;Japan;Wrestling;Wrestling Women's Flyweight, Freestyle;Gold
Christina Obergfll;F;30;175;174,165187;Germany;Athletics;Athletics Women's Javelin Throw;Silver
Aleksey Aleksandrovich Obmochayev;M;23;188;198,4160358;Russia;Volleyball;Volleyball Men's Volleyball;Gold
Paulo Obradovi;M;26;190;220,462262;Croatia;Water Polo;Water Polo Men's Water Polo;Gold
Cian O'Connor;M;32;176;163,1420739;Ireland;Equestrianism;Equestrianism Mixed Jumping, Individual;Bronze
Diego Occhiuzzi;M;31;180;167,5513191;Italy;Fencing;Fencing Men's Sabre, Individual;Silver
Diego Occhiuzzi;M;31;180;167,5513191;Italy;Fencing;Fencing Men's Sabre, Team;Bronze
Glenn Ochal;M;26;194;209,4391489;United States;Rowing;Rowing Men's Coxless Fours;Bronze
Sofya Albertovna Ochigava;F;25;170;132,2773572;Russia;Boxing;Boxing Women's Lightweight;Silver
"Edward ""Eddie"" Ockenden";M;25;180;160,9374513;Australia;Hockey;Hockey Men's Hockey;Bronze
Anthony Osezua Ojo Ogogo;M;23;181;;Great Britain;Boxing;Boxing Men's Middleweight;Bronze
Kelley Maureen O'Hara;F;23;165;127,868112;United States;Football;Football Women's Football;Gold
Jenna O'Hea;F;25;186;167,5513191;Australia;Basketball;Basketball Women's Basketball;Bronze
Oh Ha-Na;F;27;175;143,3004703;South Korea;Fencing;Fencing Women's Foil, Team;Bronze
Oh Jin-Hyek;M;30;182;220,462262;South Korea;Archery;Archery Men's Individual;Gold
Oh Jin-Hyek;M;30;182;220,462262;South Korea;Archery;Archery Men's Team;Bronze
Shinobu Ohno;F;28;154;112,4357536;Japan;Football;Football Women's Football;Silver
Christine Ijeoma Chika Ohuruogu;F;28;172;154,3235834;Great Britain;Athletics;Athletics Women's 400 metres;Silver
Mark Oldershaw;M;29;186;207,2345263;Canada;Canoeing;Canoeing Men's Canadian Singles, 1,000 metres;Bronze
Sam Joshua Oldham;M;19;168;136,6866024;Great Britain;Gymnastics;Gymnastics Men's Team All-Around;Bronze
Om Yun-Chol;M;20;151;123,4588667;North Korea;Weightlifting;Weightlifting Men's Bantamweight;Gold
Thierry Omeyer;M;35;192;205,0299037;France;Handball;Handball Men's Handball;Gold
Britta Oppelt;F;34;172;152,1189608;Germany;Rowing;Rowing Women's Quadruple Sculls;Silver
Carlos Mario Oquendo Zabala;M;24;186;187,3929227;Colombia;Cycling;Cycling Men's BMX;Bronze
Heather Ann OReilly (-Werry);F;27;165;132,2773572;United States;Football;Football Women's Football;Gold
Simon Orchard;M;26;186;180,7790548;Australia;Hockey;Hockey Men's Hockey;Bronze
Alejandra Orozco Loza;F;15;156;103,6172631;Mexico;Diving;Diving Women's Synchronized Platform;Silver
Idalys Ortz Bocourt;F;22;180;209,4391489;Cuba;Judo;Judo Women's Heavyweight;Gold
"Matilde ""Mati"" Ortz Reyes";F;21;174;147,7097155;Spain;Water Polo;Water Polo Women's Water Polo;Silver
Glenn O'Shea;M;23;180;167,5513191;Australia;Cycling;Cycling Men's Team Pursuit, 4,000 metres;Silver
Oscar dos Santos Emboaba Jnior;M;20;179;149,9143382;Brazil;Football;Football Men's Football;Silver
Inna Volodymyrivna Osypenko-Radomska;F;29;166;138,8912251;Ukraine;Canoeing;Canoeing Women's Kayak Singles, 200 metres;Silver
Inna Volodymyrivna Osypenko-Radomska;F;29;166;138,8912251;Ukraine;Canoeing;Canoeing Women's Kayak Singles, 500 metres;Silver
Yuki Ota;M;26;171;152,1189608;Japan;Fencing;Fencing Men's Foil, Team;Silver
Dzhamal Sultanovich Otarsultanov;M;25;163;121,2542441;Russia;Wrestling;Wrestling Men's Featherweight, Freestyle;Gold
Ai Otomo-Yamamoto;F;30;184;149,9143382;Japan;Volleyball;Volleyball Women's Volleyball;Bronze
Bjrn Otto;M;34;191;198,4160358;Germany;Athletics;Athletics Men's Pole Vault;Silver
Sarah Anne Outhwaite-Tait;F;29;180;154,3235834;Australia;Rowing;Rowing Women's Coxless Pairs;Silver
Nathan Outteridge;M;26;179;165,3466965;Australia;Sailing;Sailing Men's Skiff;Gold
Dimitrij Ovtcharov;M;23;186;171,9605644;Germany;Table Tennis;Table Tennis Men's Singles;Bronze
Dimitrij Ovtcharov;M;23;186;171,9605644;Germany;Table Tennis;Table Tennis Men's Team;Bronze
Malcolm George Page;M;40;185;156,528206;Australia;Sailing;Sailing Men's Two Person Dinghy;Gold
Jonathan Paget;M;28;190;176,3698096;New Zealand;Equestrianism;Equestrianism Mixed Three-Day Event, Team;Bronze
Marta Pagnini;F;21;175;127,868112;Italy;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Group;Bronze
Mariana Pajn Londoo;F;20;158;110,231131;Colombia;Cycling;Cycling Women's BMX;Gold
Kylie Jayne Palmer;F;22;172;141,0958477;Australia;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Silver
Michelle Ann Panter;F;28;170;145,5050929;Great Britain;Hockey;Hockey Women's Hockey;Bronze
Samuele Papi;M;39;190;185,1883001;Italy;Volleyball;Volleyball Men's Volleyball;Bronze
Hansle George Parchment;M;22;196;198,4160358;Jamaica;Athletics;Athletics Men's 110 metres Hurdles;Bronze
"Jennifer ""Jenny"" Pareja Lisalde";F;28;174;138,8912251;Spain;Water Polo;Water Polo Women's Water Polo;Silver
Park Jong-Wu;M;23;180;163,1420739;South Korea;Football;Football Men's Football;Bronze
Park Ju-Yeong;M;27;183;154,3235834;South Korea;Football;Football Men's Football;Bronze
Park Tae-Hwan;M;22;183;160,9374513;South Korea;Swimming;Swimming Men's 200 metres Freestyle;Silver
Park Tae-Hwan;M;22;183;160,9374513;South Korea;Swimming;Swimming Men's 400 metres Freestyle;Silver
Candace Nicole Parker (-Williams);F;26;193;176,3698096;United States;Basketball;Basketball Women's Basketball;Gold
Kelly Parker;F;31;156;116,8449989;Canada;Football;Football Women's Football;Bronze
Simone Parodi;M;26;196;180,7790548;Italy;Volleyball;Volleyball Men's Volleyball;Bronze
Krisztin Pars;M;30;188;255,7362239;Hungary;Athletics;Athletics Men's Hammer Throw;Gold
"Alexander Matthew ""Alex"" Partridge";M;31;193;211,6437715;Great Britain;Rowing;Rowing Men's Coxed Eights;Bronze
Mariya Valeryevna Paseka;F;17;161;105,8218858;Russia;Gymnastics;Gymnastics Women's Team All-Around;Silver
Mariya Valeryevna Paseka;F;17;161;105,8218858;Russia;Gymnastics;Gymnastics Women's Horse Vault;Bronze
Giacomo Pastorino;M;32;191;196,2114132;Italy;Water Polo;Water Polo Men's Water Polo;Silver
Luke Patience;M;25;167;130,0727346;Great Britain;Sailing;Sailing Men's Two Person Dinghy;Silver
Aleksandra Vyacheslavovna Patskevich;F;23;169;152,1189608;Russia;Synchronized Swimming;Synchronized Swimming Women's Team;Gold
"Christopher Emmanuel ""Chris"" Paul";M;27;183;182,9836775;United States;Basketball;Basketball Men's Basketball;Gold
Paula Renata Marques Pequeno;F;30;184;163,1420739;Brazil;Volleyball;Volleyball Women's Volleyball;Gold
Dniel Pauman;M;25;186;185,1883001;Hungary;Canoeing;Canoeing Men's Kayak Fours, 1,000 metres;Silver
Maartje Yvonne Helene Paumen;F;26;176;145,5050929;Netherlands;Hockey;Hockey Women's Hockey;Gold
Automne Pavia;F;23;171;125,6634893;France;Judo;Judo Women's Lightweight;Bronze
Josip Pavi;M;30;195;198,4160358;Croatia;Water Polo;Water Polo Men's Water Polo;Gold
Christie Patricia Pearce-Rampone;F;37;168;141,0958477;United States;Football;Football Women's Football;Gold
Christinna Pedersen;F;26;178;149,9143382;Denmark-1;Badminton;Badminton Mixed Doubles;Bronze
Mara del Pilar Pea Carrasco;F;26;174;138,8912251;Spain;Water Polo;Water Polo Women's Water Polo;Silver
"Victoria Louise ""Vicki"" Pendleton (-Gardner)";F;31;165;132,2773572;Great Britain;Cycling;Cycling Women's Sprint;Silver
"Victoria Louise ""Vicki"" Pendleton (-Gardner)";F;31;165;132,2773572;Great Britain;Cycling;Cycling Women's Keirin;Gold
Oribe Peralta Morones;M;28;179;160,9374513;Mexico;Football;Football Men's Football;Gold
Iain Bryden Percy;M;36;185;202,825281;Great Britain;Sailing;Sailing Men's Two Person Keelboat;Silver
Lauren Perdue;F;21;170;143,3004703;United States;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Gold
Thiago Machado Vilela Pereira;M;26;187;182,9836775;Brazil;Swimming;Swimming Men's 400 metres Individual Medley;Silver
Amaurys Perez;M;36;194;216,0530168;Italy;Water Polo;Water Polo Men's Water Polo;Silver
Shane Perkins;M;25;178;198,4160358;Australia;Cycling;Cycling Men's Sprint;Bronze
Sandra Perkovi;F;22;183;187,3929227;Croatia;Athletics;Athletics Women's Discus Throw;Gold
Ilya Alekseyevich Pervukhin;M;21;183;180,7790548;Russia;Canoeing;Canoeing Men's Canadian Doubles, 1,000 metres;Bronze
Pierre-Alexis Pessonneaux;M;24;181;154,3235834;France;Athletics;Athletics Men's 4 x 100 metres Relay;Bronze
Tuuli Pauliina Petj (-Sirn);F;28;169;132,2773572;Finland;Sailing;Sailing Women's Windsurfer;Silver
Dimitri Peters;M;28;188;220,462262;Germany;Judo;Judo Men's Half-Heavyweight;Bronze
Fredrik Raahauge Petersen;M;28;188;176,3698096;Sweden;Handball;Handball Men's Handball;Silver
Evaldas Petrauskas;M;20;164;132,2773572;Lithuania;Boxing;Boxing Men's Lightweight;Bronze
Heather Petri;F;34;180;160,9374513;United States;Water Polo;Water Polo Women's Water Polo;Gold
"Nadezhda Viktorovna ""Nadiya"" Petrova";F;30;178;143,3004703;Russia-1;Tennis;Tennis Women's Doubles;Bronze
Tatyana Valeryevna Petrova-Arkhipova;F;29;154;101,4126405;Russia;Athletics;Athletics Women's Marathon;Bronze
Roman Ivanovich Petrushenko;M;31;191;200,6206584;Belarus;Canoeing;Canoeing Men's Kayak Doubles, 200 metres;Silver
Michael Fred Phelps, II;M;27;193;200,6206584;United States;Swimming;Swimming Men's 4 x 100 metres Freestyle Relay;Silver
Michael Fred Phelps, II;M;27;193;200,6206584;United States;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Gold
Michael Fred Phelps, II;M;27;193;200,6206584;United States;Swimming;Swimming Men's 100 metres Butterfly;Gold
Michael Fred Phelps, II;M;27;193;200,6206584;United States;Swimming;Swimming Men's 200 metres Butterfly;Silver
Michael Fred Phelps, II;M;27;193;200,6206584;United States;Swimming;Swimming Men's 200 metres Individual Medley;Gold
Michael Fred Phelps, II;M;27;193;200,6206584;United States;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Gold
Zara Anne Elizabeth Phillips (-Tindall);F;31;168;141,0958477;Great Britain;Equestrianism;Equestrianism Mixed Three-Day Event, Team;Silver
Oleksandr Serhiyovych P'iatnytsia;M;27;186;198,4160358;Ukraine;Athletics;Athletics Men's Javelin Throw;Silver
Bartosz Mariusz Piasecki;M;25;196;176,3698096;Norway;Fencing;Fencing Men's epee, Individual;Silver
Duko Pijetlovi;M;27;197;213,8483941;Serbia;Water Polo;Water Polo Men's Water Polo;Bronze
Gojko Pijetlovi;M;28;194;202,825281;Serbia;Water Polo;Water Polo Men's Water Polo;Bronze
Fernando Ismael Fernandes Pimenta;M;22;178;178,5744322;Portugal;Canoeing;Canoeing Men's Kayak Doubles, 1,000 metres;Silver
Demetrius Rashad Pinder;M;23;178;154,3235834;Bahamas;Athletics;Athletics Men's 4 x 400 metres Relay;Gold
"Elisabeth ""Eli"" Pinedo Senz";F;31;175;149,9143382;Spain;Handball;Handball Women's Handball;Bronze
Darya Vitalyevna Pishchalnikova;F;27;188;275,5778275;Russia;Athletics;Athletics Women's Discus Throw;Silver
Mrti Pavi;M;27;190;191,8021679;Latvia-1;Beach Volleyball;Beach Volleyball Men's Beach Volleyball;Bronze
Svetlana Nikolayevna Podobedova;F;26;165;165,3466965;Kazakhstan;Weightlifting;Weightlifting Women's Heavyweight;Gold
Ronald Pognon;M;29;185;165,3466965;France;Athletics;Athletics Men's 4 x 100 metres Relay;Bronze
Yekaterina Ivanovna Poistogova (Zavyalova-);F;21;175;143,3004703;Russia;Athletics;Athletics Women's 800 metres;Bronze
Sophie Polkamp;F;27;164;130,0727346;Netherlands;Hockey;Hockey Women's Hockey;Gold
Marina Viktorovna Poltoran-Litvinchuk;F;24;178;149,9143382;Belarus;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Bronze
Irina Vladimirovna Pomelova;F;22;173;147,7097155;Belarus;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Bronze
Miguel ngel Ponce Briseo;M;23;176;180,7790548;Mexico;Football;Football Men's Football;Gold
Kaeo Pongprayoon;M;32;160;108,0265084;Thailand;Boxing;Boxing Men's Light-Flyweight;Silver
Anton Aleksandrovich Ponkrashov;M;26;200;220,462262;Russia;Basketball;Basketball Men's Basketball;Bronze
Ctlina Ponor;F;24;160;103,6172631;Romania;Gymnastics;Gymnastics Women's Team All-Around;Bronze
Ctlina Ponor;F;24;160;103,6172631;Romania;Gymnastics;Gymnastics Women's Floor Exercise;Silver
Laia Pons Areas;F;19;168;125,6634893;Spain;Synchronized Swimming;Synchronized Swimming Women's Team;Bronze
Nadezhda Mikhaylovna Popok-Lepeshko;F;23;172;147,7097155;Belarus;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Bronze
Bojana Popovi (Petrovi-);F;32;188;189,5975453;Montenegro;Handball;Handball Women's Handball;Silver
Yury Viktorovich Postrigay;M;23;185;178,5744322;Russia;Canoeing;Canoeing Men's Kayak Doubles, 200 metres;Gold
Olesia Ivanivna Povkh;F;24;167;138,8912251;Ukraine;Athletics;Athletics Women's 4 x 100 metres Relay;Bronze
Caroline Helen Powell;F;39;156;132,2773572;New Zealand;Equestrianism;Equestrianism Mixed Three-Day Event, Team;Bronze
"Olivia Elizabeth ""Polly"" Powrie";F;24;173;154,3235834;New Zealand;Sailing;Sailing Women's Two Person Dinghy;Gold
Bruno Prada;M;40;185;242,5084882;Brazil;Sailing;Sailing Men's Two Person Keelboat;Bronze
Brooke Pratley;F;32;191;165,3466965;Australia;Rowing;Rowing Women's Double Sculls;Silver
Danijel Premu;M;31;186;216,0530168;Italy;Water Polo;Water Polo Men's Water Polo;Silver
Christian Presciutti;M;29;184;191,8021679;Italy;Water Polo;Water Polo Men's Water Polo;Silver
Brian Price;M;36;163;121,2542441;Canada;Rowing;Rowing Men's Coxed Eights;Silver
Olivia Price;F;19;164;149,9143382;Australia;Sailing;Sailing Women's Three Person Keelboat;Silver
Andrija Prlainovi;M;25;200;233,6899977;Serbia;Water Polo;Water Polo Men's Water Polo;Bronze
Tervel Venkov Pulev;M;29;189;200,6206584;Bulgaria;Boxing;Boxing Men's Heavyweight;Bronze
Angela Pumariega Menndez;F;27;165;132,2773572;Spain;Sailing;Sailing Women's Three Person Keelboat;Gold
Leuris Pupo Requejo;M;35;168;171,9605644;Cuba;Shooting;Shooting Men's Rapid-Fire Pistol, 25 metres;Gold
"Zachary Jake Nicholas ""Zac"" Purchase";M;26;184;160,9374513;Great Britain;Rowing;Rowing Men's Lightweight Double Sculls;Silver
Daniel Scott Purvis;M;21;168;138,8912251;Great Britain;Gymnastics;Gymnastics Men's Team All-Around;Bronze
Xetaq Qazyumov;M;29;180;213,8483941;Azerbaijan;Wrestling;Wrestling Men's Heavyweight, Freestyle;Bronze
Qieyang Shenjie;F;21;160;99,2080179;China;Athletics;Athletics Women's 20 kilometres Walk;Bronze
Qin Kai;M;26;170;143,3004703;China;Diving;Diving Men's Springboard;Silver
Qin Kai;M;26;170;143,3004703;China;Diving;Diving Men's Synchronized Springboard;Gold
Qiu Bo;M;19;165;127,868112;China;Diving;Diving Men's Platform;Silver
Rasmus Nicolai Quist Hansen;M;32;173;158,7328286;Denmark;Rowing;Rowing Men's Lightweight Double Sculls;Gold
Jan Philipp Rabente;M;25;180;169,7559417;Germany;Hockey;Hockey Men's Hockey;Gold
Delphine Jeanine Annie Racinet-Reau;F;38;171;158,7328286;France;Shooting;Shooting Women's Trap;Bronze
"Jovanka ""Jova"" Radievi";F;25;170;149,9143382;Montenegro;Handball;Handball Women's Handball;Silver
Ihor Vitaliyovych Radivilov;M;19;167;147,7097155;Ukraine;Gymnastics;Gymnastics Men's Horse Vault;Bronze
Ana Radovi;F;25;175;143,3004703;Montenegro;Handball;Handball Women's Handball;Silver
Rafael Pereira da Silva;M;22;172;143,3004703;Brazil;Football;Football Men's Football;Silver
"Alexandra Rose ""Aly"" Raisman";F;18;157;114,6403762;United States;Gymnastics;Gymnastics Women's Team All-Around;Gold
