Name;Sex;Age_year;Height_cm;Weight_lbs;Country;Sport;Event;Medal
Marc-Antoine Olivier;M;20;183;141,0958477;France;Swimming;Swimming Men's 10 kilometres Open Water;Bronze
Morten Olsen;M;31;184;209,4391489;Denmark;Handball;Handball Men's Handball;Gold
Om Yun-Chol;M;24;151;123,4588667;North Korea;Weightlifting;Weightlifting Men's Bantamweight;Silver
Kano Omata;F;20;160;105,8218858;Japan;Synchronized Swimming;Synchronized Swimming Women's Team;Bronze
Thierry Omeyer;M;39;192;205,0299037;France;Handball;Handball Men's Handball;Silver
Shohei Ono;M;24;170;160,9374513;Japan;Judo;Judo Men's Lightweight;Gold
"Nwanyika Jenete C. ""Anyika"" Onuora";F;31;178;167,5513191;Great Britain;Athletics;Athletics Women's 4 x 400 metres Relay;Bronze
Laura Oprea;F;22;186;165,3466965;Romania;Rowing;Rowing Women's Coxed Eights;Bronze
Orlando Ortega Alejo;M;25;182;169,7559417;Spain;Athletics;Athletics Men's 110 metres Hurdles;Silver
Idalys Ortz Bocourt;F;26;180;209,4391489;Cuba;Judo;Judo Women's Heavyweight;Silver
Ignacio Ortz;M;29;180;167,5513191;Argentina;Hockey;Hockey Men's Hockey;Gold
Rstm Orucov;M;24;179;160,9374513;Azerbaijan;Judo;Judo Men's Lightweight;Silver
Selin Oruz;F;19;172;132,2773572;Germany;Hockey;Hockey Women's Hockey;Bronze
Timur Oruz;M;21;186;191,8021679;Germany;Hockey;Hockey Men's Hockey;Bronze
Inna Volodymyrivna Osypenko-Radomska;F;33;166;138,8912251;Azerbaijan;Canoeing;Canoeing Women's Kayak Singles, 200 metres;Bronze
Shinobu Ota;M;22;165;143,3004703;Japan;Wrestling;Wrestling Men's Featherweight, Greco-Roman;Silver
Katharina Otte;F;29;170;138,8912251;Germany;Hockey;Hockey Women's Hockey;Bronze
Jeanette Ottesen Gray;F;28;178;154,3235834;Denmark;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Bronze
Oussama Al-Oueslati;M;20;199;176,3698096;Tunisia;Taekwondo;Taekwondo Men's Welterweight;Bronze
Sofiane Oumiha;M;21;174;132,2773572;France;Boxing;Boxing Men's Lightweight;Silver
Sarah Ourahmoune;F;34;158;112,4357536;France;Boxing;Boxing Women's Flyweight;Silver
Nathan Outteridge;M;30;179;165,3466965;Australia;Sailing;Sailing Men's Skiff;Silver
Emily Overholt;F;18;170;121,2542441;Canada;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Bronze
Dimitrij Ovtcharov;M;27;186;171,9605644;Germany;Table Tennis;Table Tennis Men's Team;Bronze
Lily Isabelle Owsley;F;21;170;154,3235834;Great Britain;Hockey;Hockey Women's Hockey;Gold
Jake Packard;M;22;195;149,9143382;Australia;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Bronze
Bryony Kate Frances Page;F;25;172;132,2773572;Great Britain;Trampolining;Trampolining Women's Individual;Silver
Danielle Nicole Page;F;29;188;169,7559417;Serbia;Basketball;Basketball Women's Basketball;Bronze
Caleb Paine;M;25;191;216,0530168;United States;Sailing;Sailing Men's One Person Heavyweight Dinghy;Bronze
Mariana Pajn Londoo;F;24;158;110,231131;Colombia;Cycling;Cycling Women's BMX;Gold
Laia Palau Alts;F;36;181;152,1189608;Spain;Basketball;Basketball Women's Basketball;Silver
Gregorio Paltrinieri;M;21;191;158,7328286;Italy;Swimming;Swimming Men's 1,500 metres Freestyle;Gold
Pan Feihong;F;27;173;125,6634893;China;Rowing;Rowing Women's Lightweight Double Sculls;Bronze
Pang Wei;M;30;178;169,7559417;China;Shooting;Shooting Men's Air Pistol, 10 metres;Bronze
Yekaterina Andreyevna Pantyulina-Lisunova;F;26;175;141,0958477;Russia;Water Polo;Water Polo Women's Water Polo;Bronze
Karen Paquin;F;29;172;154,3235834;Canada;Rugby Sevens;Rugby Sevens Women's Rugby Sevens;Bronze
Matas Enrique Paredes;M;34;176;163,1420739;Argentina;Hockey;Hockey Men's Hockey;Gold
Paula Beln Pareto;F;30;150;105,8218858;Argentina;Judo;Judo Women's Extra-Lightweight;Gold
Park In-Bee;F;28;168;143,3004703;South Korea;Golf;Golf Women's Individual;Gold
Park Sang-Young;M;20;177;160,9374513;South Korea;Fencing;Fencing Men's epee, Individual;Gold
Shannon Parry;F;26;170;154,3235834;Australia;Rugby Sevens;Rugby Sevens Women's Rugby Sevens;Gold
Mara Lucila Pascua Surez;F;33;196;205,0299037;Spain;Basketball;Basketball Women's Basketball;Silver
Mariya Valeryevna Paseka;F;21;161;105,8218858;Russia;Gymnastics;Gymnastics Women's Team All-Around;Silver
Mariya Valeryevna Paseka;F;21;161;105,8218858;Russia;Gymnastics;Gymnastics Women's Horse Vault;Silver
Aleksandra Vyacheslavovna Patskevich;F;27;169;152,1189608;Russia;Synchronized Swimming;Synchronized Swimming Women's Team;Gold
Ilse Paulis;F;23;174;125,6634893;Netherlands;Rowing;Rowing Women's Lightweight Double Sculls;Gold
Maartje Yvonne Helene Paumen;F;30;176;145,5050929;Netherlands;Hockey;Hockey Women's Hockey;Silver
Josip Pavi;M;34;195;198,4160358;Croatia;Water Polo;Water Polo Men's Water Polo;Silver
Adam George Peaty;M;21;191;189,5975453;Great Britain;Swimming;Swimming Men's 100 metres Breaststroke;Gold
Adam George Peaty;M;21;191;189,5975453;Great Britain;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Silver
Matthieu Patrick Franois Peche;M;28;175;165,3466965;France;Canoeing;Canoeing Men's Canadian Doubles, Slalom;Bronze
Christinna Pedersen;F;30;178;149,9143382;Denmark;Badminton;Badminton Women's Doubles;Silver
Rikke Mller Pedersen;F;27;174;134,4819798;Denmark;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Bronze
Gonzalo Peillat;M;23;177;180,7790548;Argentina;Hockey;Hockey Men's Hockey;Gold
Hendrik Pekeler;M;25;203;227,0761299;Germany;Handball;Handball Men's Handball;Bronze
Evania Pelite;F;21;169;147,7097155;Australia;Rugby Sevens;Rugby Sevens Women's Rugby Sevens;Gold
Giovanni Pellielo;M;46;173;205,0299037;Italy;Shooting;Shooting Men's Trap;Silver
Catharine Pendrel;F;35;166;110,231131;Canada;Cycling;Cycling Women's Mountainbike, Cross-Country;Bronze
Sandra Perkovi;F;26;183;187,3929227;Croatia;Athletics;Athletics Women's Discus Throw;Gold
Kseniya Vitalyevna Perova;F;27;169;169,7559417;Russia;Archery;Archery Women's Team;Silver
Kasey Perry-Glass;F;28;163;130,0727346;United States;Equestrianism;Equestrianism Mixed Dressage, Team;Bronze
Franois Pervis;M;31;180;194,0067906;France;Cycling;Cycling Men's Team Sprint;Bronze
Babett Peter;F;28;172;141,0958477;Germany;Football;Football Women's Football;Gold
Steffen Peters;M;51;173;149,9143382;United States;Equestrianism;Equestrianism Mixed Dressage, Team;Bronze
Nils Petersen;M;27;188;176,3698096;Germany;Football;Football Men's Football;Silver
Antonio Petkovi;M;30;190;198,4160358;Croatia;Water Polo;Water Polo Men's Water Polo;Silver
Geno Petriashvili;M;22;198;275,5778275;Georgia;Wrestling;Wrestling Men's Super-Heavyweight, Freestyle;Bronze
Mihaela Petril;F;25;190;163,1420739;Romania;Rowing;Rowing Women's Coxed Eights;Bronze
Eleftherios Petrounias;M;25;164;136,6866024;Greece;Gymnastics;Gymnastics Men's Rings;Gold
Mayya Andreyevna Petrova (Kaverina-);F;34;178;156,528206;Russia;Handball;Handball Women's Handball;Gold
Sonja Petrovi;F;27;188;169,7559417;Serbia;Basketball;Basketball Women's Basketball;Bronze
Michael Fred Phelps, II;M;31;193;200,6206584;United States;Swimming;Swimming Men's 4 x 100 metres Freestyle Relay;Gold
Michael Fred Phelps, II;M;31;193;200,6206584;United States;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Gold
Michael Fred Phelps, II;M;31;193;200,6206584;United States;Swimming;Swimming Men's 100 metres Butterfly;Silver
Michael Fred Phelps, II;M;31;193;200,6206584;United States;Swimming;Swimming Men's 200 metres Butterfly;Gold
Michael Fred Phelps, II;M;31;193;200,6206584;United States;Swimming;Swimming Men's 200 metres Individual Medley;Gold
Michael Fred Phelps, II;M;31;193;200,6206584;United States;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Gold
Asha Solette Philip;F;25;164;147,7097155;Great Britain;Athletics;Athletics Women's 4 x 100 metres Relay;Bronze
Matteo Piano;M;25;208;224,8715072;Italy;Volleyball;Volleyball Men's Volleyball;Silver
Charline Picon;F;31;169;125,6634893;France;Sailing;Sailing Women's Windsurfer;Gold
Luisito Pi;M;22;183;125,6634893;Dominican Republic;Taekwondo;Taekwondo Men's Flyweight;Bronze
Ccile Pieper;F;21;166;123,4588667;Germany;Hockey;Hockey Women's Hockey;Bronze
Blake Pieroni;M;20;188;189,5975453;United States;Swimming;Swimming Men's 4 x 100 metres Freestyle Relay;Gold
Duko Pijetlovi;M;31;197;213,8483941;Serbia;Water Polo;Water Polo Men's Water Polo;Gold
Gojko Pijetlovi;M;32;194;202,825281;Serbia;Water Polo;Water Polo Men's Water Polo;Gold
Allison Marie Pineau;F;27;181;145,5050929;France;Handball;Handball Women's Handball;Silver
Paolo Pizzo;M;33;180;154,3235834;Italy;Fencing;Fencing Men's epee, Team;Silver
Thomas Plel;M;28;181;176,3698096;Germany;Sailing;Sailing Men's Skiff;Bronze
David Edward Plummer;M;30;191;209,4391489;United States;Swimming;Swimming Men's 100 metres Backstroke;Bronze
David Edward Plummer;M;30;191;209,4391489;United States;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Gold
Amanda Polk;F;30;180;185,1883001;United States;Rowing;Rowing Women's Coxed Eights;Gold
Marina Viktorovna Poltoran-Litvinchuk;F;28;178;149,9143382;Belarus;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Bronze
Francesca Pomeri;F;23;174;167,5513191;Italy;Water Polo;Water Polo Women's Water Polo;Silver
Simona Pop (Deac-);F;27;178;136,6866024;Romania;Fencing;Fencing Women's epee, Team;Gold
Iuliana Popa;F;20;185;158,7328286;Romania;Rowing;Rowing Women's Coxed Eights;Bronze
Nadezhda Mikhaylovna Popok-Lepeshko;F;27;172;147,7097155;Belarus;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Bronze
Silvija Popovi;F;30;178;143,3004703;Serbia;Volleyball;Volleyball Women's Volleyball;Silver
Alexandra Popp;F;25;174;143,3004703;Germany;Football;Football Women's Football;Gold
Valentin Porte;M;25;190;202,825281;France;Handball;Handball Men's Handball;Silver
Alise Rose Post;F;25;158;127,868112;United States;Cycling;Cycling Women's BMX;Silver
Mira Potkonen;F;35;165;132,2773572;Finland;Boxing;Boxing Women's Lightweight;Bronze
Alec Potts;M;20;185;169,7559417;Australia;Archery;Archery Men's Team;Bronze
Asafa Kehine Powell;M;33;191;205,0299037;Jamaica;Athletics;Athletics Men's 4 x 100 metres Relay;Gold
"Olivia Elizabeth ""Polly"" Powrie";F;28;173;154,3235834;New Zealand;Sailing;Sailing Women's Two Person Dinghy;Silver
Josh Prenot;M;23;180;167,5513191;United States;Swimming;Swimming Men's 200 metres Breaststroke;Silver
Christian Presciutti;M;33;184;191,8021679;Italy;Water Polo;Water Polo Men's Water Polo;Bronze
Nicholas Presciutti;M;22;189;205,0299037;Italy;Water Polo;Water Polo Men's Water Polo;Bronze
William Reid Priddy;M;38;194;196,2114132;United States;Volleyball;Volleyball Men's Volleyball;Bronze
Nichelle Prince;F;21;163;143,3004703;Canada;Football;Football Women's Football;Bronze
Andrija Prlainovi;M;29;200;233,6899977;Serbia;Water Polo;Water Polo Men's Water Polo;Gold
Yekaterina Valeryevna Prokofyeva;F;25;176;154,3235834;Russia;Water Polo;Water Polo Women's Water Polo;Bronze
Yelena Gennadyevna Prokofyeva;F;22;171;119,0496215;Russia;Synchronized Swimming;Synchronized Swimming Women's Team;Gold
Grischa Prmel;M;21;182;171,9605644;Germany;Football;Football Men's Football;Silver
Marie Prouvensier;F;22;165;114,6403762;France;Handball;Handball Women's Handball;Silver
Ji Prskavec;M;23;173;152,1189608;Czech Republic;Canoeing;Canoeing Men's Kayak Singles, Slalom;Bronze
Monica Puig Marchn;F;22;170;141,0958477;Puerto Rico;Tennis;Tennis Women's Singles;Gold
Elmar Qasmov;M;25;188;220,462262;Azerbaijan;Judo;Judo Men's Half-Heavyweight;Silver
Xetaq Qazyumov;M;33;180;213,8483941;Azerbaijan;Wrestling;Wrestling Men's Heavyweight, Freestyle;Silver
Qin Kai;M;30;170;143,3004703;China;Diving;Diving Men's Synchronized Springboard;Bronze
Rasmus Christian Quaade;M;26;187;171,9605644;Denmark;Cycling;Cycling Men's Team Pursuit, 4,000 metres;Bronze
Elisa Queirolo;F;25;168;134,4819798;Italy;Water Polo;Water Polo Women's Water Polo;Silver
Isaquias Queiroz dos Santos;M;22;175;187,3929227;Brazil;Canoeing;Canoeing Men's Canadian Singles, 200 metres;Bronze
Isaquias Queiroz dos Santos;M;22;175;187,3929227;Brazil;Canoeing;Canoeing Men's Canadian Singles, 1,000 metres;Silver
Isaquias Queiroz dos Santos;M;22;175;187,3929227;Brazil;Canoeing;Canoeing Men's Canadian Doubles, 1,000 metres;Silver
"Samantha Ann ""Sam"" Quek";F;27;169;136,6866024;Great Britain;Hockey;Hockey Women's Hockey;Gold
Alejandra Quereda Flores;F;24;175;121,2542441;Spain;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Group;Silver
Laura Quevedo Caizares;F;20;185;163,1420739;Spain;Basketball;Basketball Women's Basketball;Silver
Rebecca Quinn;F;20;176;145,5050929;Canada;Football;Football Women's Football;Bronze
Jean Quiquampoix;M;20;189;187,3929227;France;Shooting;Shooting Men's Rapid-Fire Pistol, 25 metres;Silver
Alicia Quirk;F;24;173;141,0958477;Australia;Rugby Sevens;Rugby Sevens Women's Rugby Sevens;Gold
Mohammed Rabii;M;23;180;152,1189608;Morocco;Boxing;Boxing Men's Welterweight;Bronze
Federica Radicchi;F;27;170;154,3235834;Italy;Water Polo;Water Polo Women's Water Polo;Silver
Tamara Radoaj;F;28;170;132,2773572;Serbia;Basketball;Basketball Women's Basketball;Bronze
Miroslav Raduljica;M;28;213;286,6009406;Serbia;Basketball;Basketball Men's Basketball;Silver
Rafael Alcntara do Nascimento;M;23;172;143,3004703;Brazil;Football;Football Men's Football;Gold
Hassan Sabzali Rahimi;M;27;165;136,6866024;Iran;Wrestling;Wrestling Men's Featherweight, Freestyle;Bronze
Guillaume Louis  Benoit Raineau;M;30;187;156,528206;France;Rowing;Rowing Men's Lightweight Coxless Fours;Bronze
"Alexandra Rose ""Aly"" Raisman";F;22;157;114,6403762;United States;Gymnastics;Gymnastics Women's Individual All-Around;Silver
"Alexandra Rose ""Aly"" Raisman";F;22;157;114,6403762;United States;Gymnastics;Gymnastics Women's Team All-Around;Gold
"Alexandra Rose ""Aly"" Raisman";F;22;157;114,6403762;United States;Gymnastics;Gymnastics Women's Floor Exercise;Silver
Allar Raja;M;33;190;209,4391489;Estonia;Rowing;Rowing Men's Quadruple Sculls;Bronze
Nidzhat Aliyevich Rakhimov;M;22;176;169,7559417;Kazakhstan;Weightlifting;Weightlifting Men's Middleweight;Gold
Rajeev Ram;M;32;193;185,1883001;United States-1;Tennis;Tennis Mixed Doubles;Silver
Edvinas Ramanauskas;M;30;184;198,4160358;Lithuania;Canoeing;Canoeing Men's Kayak Doubles, 200 metres;Bronze
Carlos Alberto Ramrez Yepes;M;22;178;143,3004703;Colombia;Cycling;Cycling Men's BMX;Bronze
Robeisy Eloy Ramrez Carrazana;M;22;165;123,4588667;Cuba;Boxing;Boxing Men's Bantamweight;Gold
Soslan Lyudvikovich Ramonov;M;25;170;143,3004703;Russia;Wrestling;Wrestling Men's Welterweight, Freestyle;Gold
"Thomas Matthew ""Tom"" Ransley";M;30;198;222,6668846;Great Britain;Rowing;Rowing Men's Coxed Eights;Gold
Sava Ranelovi;M;23;193;216,0530168;Serbia;Water Polo;Water Polo Men's Water Polo;Gold
Milena Rai;F;25;191;158,7328286;Serbia;Volleyball;Volleyball Women's Volleyball;Silver
Hedvig Lrke Berg Rasmussen;F;22;187;174,165187;Denmark;Rowing;Rowing Women's Coxless Pairs;Bronze
Ronald Rauhe;M;34;179;180,7790548;Germany;Canoeing;Canoeing Men's Kayak Singles, 200 metres;Bronze
Vatemo Ravouvou;M;26;171;178,5744322;Fiji;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Gold
Savenaca Rawaca;M;24;189;231,4853751;Fiji;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Gold
Alexis Raynaud;M;21;172;171,9605644;France;Shooting;Shooting Men's Small-Bore Rifle, Three Positions, 50 metres;Bronze
Andrs Rdli;M;32;193;182,9836775;Hungary;Fencing;Fencing Men's epee, Team;Bronze
"Peter ""Pete"" Reed";M;35;197;220,462262;Great Britain;Rowing;Rowing Men's Coxed Eights;Gold
Brittney Davon Reese;F;29;173;134,4819798;United States;Athletics;Athletics Women's Long Jump;Silver
Emily Regan;F;28;188;178,5744322;United States;Rowing;Rowing Women's Coxed Eights;Gold
Tobias Reichmann;M;28;188;191,8021679;Germany;Handball;Handball Men's Handball;Bronze
Maximilian Reinelt;M;27;195;216,0530168;Germany;Rowing;Rowing Men's Coxed Eights;Silver
Christian Reitz;M;29;183;205,0299037;Germany;Shooting;Shooting Men's Rapid-Fire Pistol, 25 metres;Gold
Ren Cancan;F;28;167;112,4357536;China;Boxing;Boxing Women's Flyweight;Bronze
Ren Qian;F;15;162;108,0265084;China;Diving;Diving Women's Platform;Gold
Renato Soares de Oliveira Augusto;M;28;186;198,4160358;Brazil;Football;Football Men's Football;Gold
Max Rendschmidt;M;22;186;198,4160358;Germany;Canoeing;Canoeing Men's Kayak Doubles, 1,000 metres;Gold
Max Rendschmidt;M;22;186;198,4160358;Germany;Canoeing;Canoeing Men's Kayak Fours, 1,000 metres;Gold
"Robert Peter ""Robbie"" Renwick";M;28;184;176,3698096;Great Britain;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Silver
Lucas Martn Rey;M;33;177;163,1420739;Argentina;Hockey;Hockey Men's Hockey;Gold
Matas Rey;M;31;178;158,7328286;Argentina;Hockey;Hockey Men's Hockey;Gold
Felipe Reyes Cabaas;M;36;205;240,3038656;Spain;Basketball;Basketball Men's Basketball;Bronze
Kristina Joana Reynolds;F;32;181;156,528206;Germany;Hockey;Hockey Women's Hockey;Bronze
Ghasem Gholamreza Rezaei;M;30;185;220,462262;Iran;Wrestling;Wrestling Men's Heavyweight, Greco-Roman;Bronze
"Kimberly Susan ""Kim"" Rhode (-Harryman)";F;37;163;180,7790548;United States;Shooting;Shooting Women's Skeet;Bronze
Ri Se-Gwang;M;31;155;119,0496215;North Korea;Gymnastics;Gymnastics Men's Horse Vault;Gold
Helen Richardson-Walsh;F;34;165;121,2542441;Great Britain;Hockey;Hockey Women's Hockey;Gold
"Kathrin Louise ""Kate"" Richardson-Walsh";F;36;171;145,5050929;Great Britain;Hockey;Hockey Women's Hockey;Gold
Linn-Kristin Ullevoldster Riegelhuth Koren;F;32;175;145,5050929;Norway;Handball;Handball Women's Handball;Bronze
Rim Jong-Sim;F;23;162;165,3466965;North Korea;Weightlifting;Weightlifting Women's Heavyweight;Gold
Anne-Marie Rindom;F;25;170;149,9143382;Denmark;Sailing;Sailing Women's One Person Dinghy;Bronze
Teddy Pierre-Marie Riner;M;27;203;306,4425442;France;Judo;Judo Men's Heavyweight;Gold
Pandelela Rinong anak Pamg;F;23;159;121,2542441;Malaysia;Diving;Diving Women's Synchronized Platform;Silver
Jenny Rissveds;F;22;165;121,2542441;Sweden;Cycling;Cycling Women's Mountainbike, Cross-Country;Gold
Saulius Ritter;M;27;202;242,5084882;Lithuania;Rowing;Rowing Men's Double Sculls;Silver
Hanna Serhivna Rizatdinova;F;23;173;108,0265084;Ukraine;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Individual;Bronze
Mlina Robert-Michon;F;37;180;187,3929227;France;Athletics;Athletics Women's Discus Throw;Silver
Gil Roberts;M;27;188;180,7790548;United States;Athletics;Athletics Men's 4 x 400 metres Relay;Gold
James Roberts;M;25;194;198,4160358;Australia;Swimming;Swimming Men's 4 x 100 metres Freestyle Relay;Bronze
Mark Robertson;M;31;189;211,6437715;Great Britain;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Silver
Kelsey Robinson;F;24;188;154,3235834;United States;Volleyball;Volleyball Women's Volleyball;Bronze
Sarah Elizabeth Robles;F;28;178;310,8517894;United States;Weightlifting;Weightlifting Women's Super-Heavyweight;Bronze
Brendon Rodney;M;24;195;176,3698096;Canada;Athletics;Athletics Men's 4 x 100 metres Relay;Bronze
Rodrigo Caio Coquette Russo;M;22;182;154,3235834;Brazil;Football;Football Men's Football;Gold
Rodrigo Dourado Cunha;M;22;186;174,165187;Brazil;Football;Football Men's Football;Gold
Leonor Rodrguez Manso;F;24;180;158,7328286;Spain;Basketball;Basketball Women's Basketball;Silver
Misael Uziel Rodrguez Olivas;M;22;178;165,3466965;Mexico;Boxing;Boxing Men's Middleweight;Bronze
Sergio Rodrguez Gmez;M;30;191;176,3698096;Spain;Basketball;Basketball Men's Basketball;Bronze
James Rodwell;M;31;195;231,4853751;Great Britain;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Silver
Boudewijn Rell;M;27;195;220,462262;Netherlands;Rowing;Rowing Men's Coxed Eights;Bronze
Thomas Rhler;M;24;192;202,825281;Germany;Athletics;Athletics Men's Javelin Throw;Gold
Yulimar del Valle Rojas Rodrguez;F;20;192;158,7328286;Venezuela;Athletics;Athletics Women's Triple Jump;Silver
Fridolina Rolf;F;22;178;163,1420739;Sweden;Football;Football Women's Football;Silver
Brianna Rollins;F;24;165;130,0727346;United States;Athletics;Athletics Women's 100 metres Hurdles;Gold
Svetlana Alekseyevna Romashina;F;26;173;125,6634893;Russia;Synchronized Swimming;Synchronized Swimming Women's Duet;Gold
